date,resource_id,service,actual_cost,amortized_cost,usage_quantity,currency
2026-02-17,ecs-dev-sandbox-01,ECS,7.6245,7.6245,21.420,USD
2026-02-17,ecs-qa-legacy-01,ECS,6.9287,6.9287,18.870,USD
2026-02-17,rds-orders-prod,RDS,24.9694,24.9694,70.380,USD
2026-02-17,rds-analytics-prod,RDS,19.5112,19.2185,53.040,USD
2026-02-17,evs-orphan-001,EVS,3.5362,3.5362,9.792,USD
2026-02-17,eip-unbound-001,EIP,1.4045,1.4045,3.876,USD
2026-02-17,obs-platform-logs,OBS,10.5442,10.5442,28.050,USD
2026-02-17,elb-legacy-001,ELB,2.9896,2.9896,8.364,USD
2026-02-17,ecs-ml-prod-01,ECS,17.6378,17.6378,46.920,USD
2026-02-17,cce-dev-node-01,CCE_NODE,12.5413,12.5413,33.660,USD
2026-02-17,ecs-unallocated-01,ECS,5.3976,5.3976,14.790,USD
2026-02-18,ecs-prod-web-01,ECS,23.1779,23.1779,63.240,USD
2026-02-18,ecs-prod-web-02,ECS,18.9289,18.6450,52.020,USD
2026-02-18,cce-prod-node-a,CCE_NODE,28.3178,27.8931,75.480,USD
2026-02-18,cce-prod-node-b,CCE_NODE,27.8310,27.4136,75.480,USD
2026-02-18,ecs-dev-sandbox-01,ECS,7.7192,7.7192,21.420,USD
2026-02-18,ecs-qa-legacy-01,ECS,6.9922,6.9922,18.870,USD
2026-02-18,rds-orders-prod,RDS,25.9433,25.9433,70.380,USD
2026-02-18,rds-analytics-prod,RDS,19.7214,19.4256,53.040,USD
2026-02-18,evs-orphan-001,EVS,3.4678,3.4678,9.792,USD
2026-02-18,eip-unbound-001,EIP,1.4056,1.4056,3.876,USD
2026-02-18,obs-platform-logs,OBS,10.1722,10.1722,28.050,USD
2026-02-18,elb-legacy-001,ELB,3.0498,3.0498,8.364,USD
2026-02-18,ecs-ml-prod-01,ECS,17.4208,17.4208,46.920,USD
2026-02-18,cce-dev-node-01,CCE_NODE,12.0153,12.0153,33.660,USD
2026-02-18,ecs-unallocated-01,ECS,5.4194,5.4194,14.790,USD
2026-02-19,ecs-prod-web-01,ECS,23.2619,23.2619,63.240,USD
2026-02-19,ecs-prod-web-02,ECS,18.9328,18.6488,52.020,USD
2026-02-19,cce-prod-node-a,CCE_NODE,27.2366,26.8280,75.480,USD
2026-02-19,cce-prod-node-b,CCE_NODE,27.5446,27.1314,75.480,USD
2026-02-19,ecs-dev-sandbox-01,ECS,7.9367,7.9367,21.420,USD
2026-02-19,ecs-qa-legacy-01,ECS,6.7262,6.7262,18.870,USD
2026-02-19,rds-orders-prod,RDS,25.3684,25.3684,70.380,USD
2026-02-19,rds-analytics-prod,RDS,19.7332,19.4372,53.040,USD
2026-02-19,evs-orphan-001,EVS,3.4471,3.4471,9.792,USD
2026-02-19,eip-unbound-001,EIP,1.4448,1.4448,3.876,USD
2026-02-19,obs-platform-logs,OBS,10.3052,10.3052,28.050,USD
2026-02-19,elb-legacy-001,ELB,3.1343,3.1343,8.364,USD
2026-02-19,ecs-ml-prod-01,ECS,16.4681,16.4681,46.920,USD
2026-02-19,cce-dev-node-01,CCE_NODE,12.3622,12.3622,33.660,USD
2026-02-19,ecs-unallocated-01,ECS,5.5620,5.5620,14.790,USD
2026-02-20,ecs-prod-web-01,ECS,23.1130,23.1130,63.240,USD
2026-02-20,ecs-prod-web-02,ECS,19.0828,18.7965,52.020,USD
2026-02-20,cce-prod-node-a,CCE_NODE,28.0681,27.6471,75.480,USD
2026-02-20,cce-prod-node-b,CCE_NODE,26.7642,26.3627,75.480,USD
2026-02-20,ecs-dev-sandbox-01,ECS,7.7629,7.7629,21.420,USD
2026-02-20,ecs-qa-legacy-01,ECS,6.9693,6.9693,18.870,USD
2026-02-20,rds-orders-prod,RDS,25.6046,25.6046,70.380,USD
2026-02-20,rds-analytics-prod,RDS,19.2644,18.9755,53.040,USD
2026-02-20,evs-orphan-001,EVS,3.5492,3.5492,9.792,USD
2026-02-20,eip-unbound-001,EIP,1.4265,1.4265,3.876,USD
2026-02-20,obs-platform-logs,OBS,10.1867,10.1867,28.050,USD
2026-02-20,elb-legacy-001,ELB,3.0849,3.0849,8.364,USD
2026-02-20,ecs-ml-prod-01,ECS,16.8018,16.8018,46.920,USD
2026-02-20,cce-dev-node-01,CCE_NODE,12.1486,12.1486,33.660,USD
2026-02-20,ecs-unallocated-01,ECS,5.2880,5.2880,14.790,USD
2026-02-21,ecs-prod-web-01,ECS,21.8481,21.8481,58.900,USD
2026-02-21,ecs-prod-web-02,ECS,18.1165,17.8448,48.450,USD
2026-02-21,cce-prod-node-a,CCE_NODE,25.7988,25.4118,70.300,USD
2026-02-21,cce-prod-node-b,CCE_NODE,25.2606,24.8816,70.300,USD
2026-02-21,ecs-dev-sandbox-01,ECS,7.0228,7.0228,19.950,USD
2026-02-21,ecs-qa-legacy-01,ECS,6.5963,6.5963,17.575,USD
2026-02-21,rds-orders-prod,RDS,23.3938,23.3938,65.550,USD
2026-02-21,rds-analytics-prod,RDS,17.4849,17.2227,49.400,USD
2026-02-21,evs-orphan-001,EVS,3.2370,3.2370,9.120,USD
2026-02-21,eip-unbound-001,EIP,1.2867,1.2867,3.610,USD
2026-02-21,obs-platform-logs,OBS,9.6421,9.6421,26.125,USD
2026-02-21,elb-legacy-001,ELB,2.9206,2.9206,7.790,USD
2026-02-21,ecs-ml-prod-01,ECS,15.5412,15.5412,43.700,USD
2026-02-21,cce-dev-node-01,CCE_NODE,11.0379,11.0379,31.350,USD
2026-02-21,ecs-unallocated-01,ECS,5.0094,5.0094,13.775,USD
2026-02-22,ecs-prod-web-01,ECS,21.7188,21.7188,58.900,USD
2026-02-22,ecs-prod-web-02,ECS,17.7481,17.4819,48.450,USD
2026-02-22,cce-prod-node-a,CCE_NODE,26.1846,25.7918,70.300,USD
2026-02-22,cce-prod-node-b,CCE_NODE,24.9239,24.5501,70.300,USD
2026-02-22,ecs-dev-sandbox-01,ECS,7.4195,7.4195,19.950,USD
2026-02-22,ecs-qa-legacy-01,ECS,6.4579,6.4579,17.575,USD
2026-02-22,rds-orders-prod,RDS,24.3298,24.3298,65.550,USD
2026-02-22,rds-analytics-prod,RDS,18.1308,17.8589,49.400,USD
2026-02-22,evs-orphan-001,EVS,3.3470,3.3470,9.120,USD
2026-02-22,eip-unbound-001,EIP,1.2826,1.2826,3.610,USD
2026-02-22,obs-platform-logs,OBS,9.6783,9.6783,26.125,USD
2026-02-22,elb-legacy-001,ELB,2.8833,2.8833,7.790,USD
2026-02-22,ecs-ml-prod-01,ECS,15.8264,15.8264,43.700,USD
2026-02-22,cce-dev-node-01,CCE_NODE,11.2177,11.2177,31.350,USD
2026-02-22,ecs-unallocated-01,ECS,4.8651,4.8651,13.775,USD
2026-02-23,ecs-prod-web-01,ECS,23.1395,23.1395,63.240,USD
2026-02-23,ecs-prod-web-02,ECS,19.5377,19.2447,52.020,USD
2026-02-23,cce-prod-node-a,CCE_NODE,27.3810,26.9703,75.480,USD
2026-02-23,cce-prod-node-b,CCE_NODE,27.3556,26.9452,75.480,USD
2026-02-23,ecs-dev-sandbox-01,ECS,7.8041,7.8041,21.420,USD
2026-02-23,ecs-qa-legacy-01,ECS,6.6677,6.6677,18.870,USD
2026-02-23,rds-orders-prod,RDS,25.8597,25.8597,70.380,USD
2026-02-23,rds-analytics-prod,RDS,18.9814,18.6967,53.040,USD
2026-02-23,evs-orphan-001,EVS,3.4397,3.4397,9.792,USD
2026-02-23,eip-unbound-001,EIP,1.3889,1.3889,3.876,USD
2026-02-23,obs-platform-logs,OBS,10.0607,10.0607,28.050,USD
2026-02-23,elb-legacy-001,ELB,3.1395,3.1395,8.364,USD
2026-02-23,ecs-ml-prod-01,ECS,16.5732,16.5732,46.920,USD
2026-02-23,cce-dev-node-01,CCE_NODE,11.9067,11.9067,33.660,USD
2026-02-23,ecs-unallocated-01,ECS,5.4195,5.4195,14.790,USD
2026-02-24,ecs-prod-web-01,ECS,23.0752,23.0752,63.240,USD
2026-02-24,ecs-prod-web-02,ECS,19.2691,18.9801,52.020,USD
2026-02-24,cce-prod-node-a,CCE_NODE,27.5962,27.1822,75.480,USD
2026-02-24,cce-prod-node-b,CCE_NODE,27.4956,27.0832,75.480,USD
2026-02-24,ecs-dev-sandbox-01,ECS,7.5420,7.5420,21.420,USD
2026-02-24,ecs-qa-legacy-01,ECS,7.0135,7.0135,18.870,USD
2026-02-24,rds-orders-prod,RDS,25.9181,25.9181,70.380,USD
2026-02-24,rds-analytics-prod,RDS,18.7714,18.4898,53.040,USD
2026-02-24,evs-orphan-001,EVS,3.5061,3.5061,9.792,USD
2026-02-24,eip-unbound-001,EIP,1.4075,1.4075,3.876,USD
2026-02-24,obs-platform-logs,OBS,10.1942,10.1942,28.050,USD
2026-02-24,elb-legacy-001,ELB,3.0160,3.0160,8.364,USD
2026-02-24,ecs-ml-prod-01,ECS,17.4586,17.4586,46.920,USD
2026-02-24,cce-dev-node-01,CCE_NODE,11.8451,11.8451,33.660,USD
2026-02-24,ecs-unallocated-01,ECS,5.3965,5.3965,14.790,USD
2026-02-25,ecs-prod-web-01,ECS,22.6595,22.6595,63.240,USD
2026-02-25,ecs-prod-web-02,ECS,19.0107,18.7255,52.020,USD
2026-02-25,cce-prod-node-a,CCE_NODE,28.1849,27.7621,75.480,USD
2026-02-25,cce-prod-node-b,CCE_NODE,27.6279,27.2135,75.480,USD
2026-02-25,ecs-dev-sandbox-01,ECS,8.0466,8.0466,21.420,USD
2026-02-25,ecs-qa-legacy-01,ECS,6.9927,6.9927,18.870,USD
2026-02-25,rds-orders-prod,RDS,24.7153,24.7153,70.380,USD
2026-02-25,rds-analytics-prod,RDS,18.7191,18.4383,53.040,USD
2026-02-25,evs-orphan-001,EVS,3.5286,3.5286,9.792,USD
2026-02-25,eip-unbound-001,EIP,1.4158,1.4158,3.876,USD
2026-02-25,obs-platform-logs,OBS,10.2179,10.2179,28.050,USD
2026-02-25,elb-legacy-001,ELB,3.1198,3.1198,8.364,USD
2026-02-25,ecs-ml-prod-01,ECS,17.5134,17.5134,46.920,USD
2026-02-25,cce-dev-node-01,CCE_NODE,12.1470,12.1470,33.660,USD
2026-02-25,ecs-unallocated-01,ECS,5.4965,5.4965,14.790,USD
2026-02-26,ecs-prod-web-01,ECS,23.6457,23.6457,63.240,USD
2026-02-26,ecs-prod-web-02,ECS,19.0346,18.7490,52.020,USD
2026-02-26,cce-prod-node-a,CCE_NODE,28.2106,27.7875,75.480,USD
2026-02-26,cce-prod-node-b,CCE_NODE,28.2163,27.7930,75.480,USD
2026-02-26,ecs-dev-sandbox-01,ECS,7.9695,7.9695,21.420,USD
2026-02-26,ecs-qa-legacy-01,ECS,7.0981,7.0981,18.870,USD
2026-02-26,rds-orders-prod,RDS,26.1096,26.1096,70.380,USD
2026-02-26,rds-analytics-prod,RDS,18.6936,18.4132,53.040,USD
2026-02-26,evs-orphan-001,EVS,3.6286,3.6286,9.792,USD
2026-02-26,eip-unbound-001,EIP,1.4078,1.4078,3.876,USD
2026-02-26,obs-platform-logs,OBS,10.2773,10.2773,28.050,USD
2026-02-26,elb-legacy-001,ELB,3.0639,3.0639,8.364,USD
2026-02-26,ecs-ml-prod-01,ECS,17.5309,17.5309,46.920,USD
2026-02-26,cce-dev-node-01,CCE_NODE,11.8439,11.8439,33.660,USD
2026-02-26,ecs-unallocated-01,ECS,5.3300,5.3300,14.790,USD
2026-02-27,ecs-prod-web-01,ECS,22.7828,22.7828,63.240,USD
2026-02-27,ecs-prod-web-02,ECS,19.4525,19.1607,52.020,USD
2026-02-27,cce-prod-node-a,CCE_NODE,28.1209,27.6991,75.480,USD
2026-02-27,cce-prod-node-b,CCE_NODE,28.1764,27.7537,75.480,USD
2026-02-27,ecs-dev-sandbox-01,ECS,7.7164,7.7164,21.420,USD
2026-02-27,ecs-qa-legacy-01,ECS,6.9441,6.9441,18.870,USD
2026-02-27,rds-orders-prod,RDS,25.1126,25.1126,70.380,USD
2026-02-27,rds-analytics-prod,RDS,19.3959,19.1050,53.040,USD
2026-02-27,evs-orphan-001,EVS,3.4621,3.4621,9.792,USD
2026-02-27,eip-unbound-001,EIP,1.4009,1.4009,3.876,USD
2026-02-27,obs-platform-logs,OBS,10.3597,10.3597,28.050,USD
2026-02-27,elb-legacy-001,ELB,3.0761,3.0761,8.364,USD
2026-02-27,ecs-ml-prod-01,ECS,17.1332,17.1332,46.920,USD
2026-02-27,cce-dev-node-01,CCE_NODE,12.4115,12.4115,33.660,USD
2026-02-27,ecs-unallocated-01,ECS,5.3448,5.3448,14.790,USD
2026-02-28,ecs-prod-web-01,ECS,20.6764,20.6764,58.900,USD
2026-02-28,ecs-prod-web-02,ECS,18.1139,17.8422,48.450,USD
2026-02-28,cce-prod-node-a,CCE_NODE,24.7671,24.3956,70.300,USD
2026-02-28,cce-prod-node-b,CCE_NODE,26.0058,25.6158,70.300,USD
2026-02-28,ecs-dev-sandbox-01,ECS,7.1499,7.1499,19.950,USD
2026-02-28,ecs-qa-legacy-01,ECS,6.2443,6.2443,17.575,USD
2026-02-28,rds-orders-prod,RDS,23.2166,23.2166,65.550,USD
2026-02-28,rds-analytics-prod,RDS,17.6571,17.3923,49.400,USD
2026-02-28,evs-orphan-001,EVS,3.3293,3.3293,9.120,USD
2026-02-28,eip-unbound-001,EIP,1.3221,1.3221,3.610,USD
2026-02-28,obs-platform-logs,OBS,9.1952,9.1952,26.125,USD
2026-02-28,elb-legacy-001,ELB,2.8086,2.8086,7.790,USD
2026-02-28,ecs-ml-prod-01,ECS,16.3030,16.3030,43.700,USD
2026-02-28,cce-dev-node-01,CCE_NODE,11.2159,11.2159,31.350,USD
2026-02-28,ecs-unallocated-01,ECS,4.8680,4.8680,13.775,USD
2026-03-01,ecs-prod-web-01,ECS,19.7239,19.7239,58.900,USD
2026-03-01,ecs-prod-web-02,ECS,16.6152,16.3660,48.450,USD
2026-03-01,cce-prod-node-a,CCE_NODE,23.4307,23.0793,70.300,USD
2026-03-01,cce-prod-node-b,CCE_NODE,22.8696,22.5266,70.300,USD
2026-03-01,ecs-dev-sandbox-01,ECS,6.5426,6.5426,19.950,USD
2026-03-01,ecs-qa-legacy-01,ECS,5.7802,5.7802,17.575,USD
2026-03-01,rds-orders-prod,RDS,21.3251,21.3251,65.550,USD
2026-03-01,rds-analytics-prod,RDS,16.7432,16.4921,49.400,USD
2026-03-01,evs-orphan-001,EVS,3.0752,3.0752,9.120,USD
2026-03-01,eip-unbound-001,EIP,1.2398,1.2398,3.610,USD
2026-03-01,obs-platform-logs,OBS,8.6519,8.6519,26.125,USD
2026-03-01,elb-legacy-001,ELB,2.5327,2.5327,7.790,USD
2026-03-01,ecs-ml-prod-01,ECS,14.1662,14.1662,43.700,USD
2026-03-01,cce-dev-node-01,CCE_NODE,10.6672,10.6672,31.350,USD
2026-03-01,ecs-unallocated-01,ECS,4.4580,4.4580,13.775,USD
2026-03-02,ecs-prod-web-01,ECS,20.7068,20.7068,63.240,USD
2026-03-02,ecs-prod-web-02,ECS,17.9037,17.6351,52.020,USD
2026-03-02,cce-prod-node-a,CCE_NODE,25.7322,25.3462,75.480,USD
2026-03-02,cce-prod-node-b,CCE_NODE,24.9292,24.5553,75.480,USD
2026-03-02,ecs-dev-sandbox-01,ECS,7.3281,7.3281,21.420,USD
2026-03-02,ecs-qa-legacy-01,ECS,6.2986,6.2986,18.870,USD
2026-03-02,rds-orders-prod,RDS,24.0844,24.0844,70.380,USD
2026-03-02,rds-analytics-prod,RDS,17.3405,17.0804,53.040,USD
2026-03-02,evs-orphan-001,EVS,3.3317,3.3317,9.792,USD
2026-03-02,eip-unbound-001,EIP,1.2713,1.2713,3.876,USD
2026-03-02,obs-platform-logs,OBS,9.6235,9.6235,28.050,USD
2026-03-02,elb-legacy-001,ELB,2.8620,2.8620,8.364,USD
2026-03-02,ecs-ml-prod-01,ECS,16.0282,16.0282,46.920,USD
2026-03-02,cce-dev-node-01,CCE_NODE,11.2819,11.2819,33.660,USD
2026-03-02,ecs-unallocated-01,ECS,5.0821,5.0821,14.790,USD
2026-03-03,ecs-prod-web-01,ECS,20.6317,20.6317,63.240,USD
2026-03-03,ecs-prod-web-02,ECS,16.7815,16.5298,52.020,USD
2026-03-03,cce-prod-node-a,CCE_NODE,25.4460,25.0643,75.480,USD
2026-03-03,cce-prod-node-b,CCE_NODE,25.2096,24.8315,75.480,USD
2026-03-03,ecs-dev-sandbox-01,ECS,6.9789,6.9789,21.420,USD
2026-03-03,ecs-qa-legacy-01,ECS,6.4873,6.4873,18.870,USD
2026-03-03,rds-orders-prod,RDS,23.1497,23.1497,70.380,USD
2026-03-03,rds-analytics-prod,RDS,18.2979,18.0234,53.040,USD
2026-03-03,evs-orphan-001,EVS,3.2902,3.2902,9.792,USD
2026-03-03,eip-unbound-001,EIP,1.3363,1.3363,3.876,USD
2026-03-03,obs-platform-logs,OBS,9.1902,9.1902,28.050,USD
2026-03-03,elb-legacy-001,ELB,2.7236,2.7236,8.364,USD
2026-03-03,ecs-ml-prod-01,ECS,15.7822,15.7822,46.920,USD
2026-03-03,cce-dev-node-01,CCE_NODE,11.1954,11.1954,33.660,USD
2026-03-03,ecs-unallocated-01,ECS,4.7903,4.7903,14.790,USD
2026-03-04,ecs-prod-web-01,ECS,20.6979,20.6979,63.240,USD
2026-03-04,ecs-prod-web-02,ECS,16.9013,16.6478,52.020,USD
2026-03-04,cce-prod-node-a,CCE_NODE,24.9909,24.6160,75.480,USD
2026-03-04,cce-prod-node-b,CCE_NODE,25.9516,25.5624,75.480,USD
2026-03-04,ecs-dev-sandbox-01,ECS,6.9160,6.9160,21.420,USD
2026-03-04,ecs-qa-legacy-01,ECS,6.5109,6.5109,18.870,USD
2026-03-04,rds-orders-prod,RDS,23.0422,23.0422,70.380,USD
2026-03-04,rds-analytics-prod,RDS,17.2017,16.9436,53.040,USD
2026-03-04,evs-orphan-001,EVS,3.3346,3.3346,9.792,USD
2026-03-04,eip-unbound-001,EIP,1.2962,1.2962,3.876,USD
2026-03-04,obs-platform-logs,OBS,9.0932,9.0932,28.050,USD
2026-03-04,elb-legacy-001,ELB,2.7646,2.7646,8.364,USD
2026-03-04,ecs-ml-prod-01,ECS,15.6437,15.6437,46.920,USD
2026-03-04,cce-dev-node-01,CCE_NODE,11.5575,11.5575,33.660,USD
2026-03-04,ecs-unallocated-01,ECS,4.8418,4.8418,14.790,USD
2026-03-05,ecs-prod-web-01,ECS,20.9799,20.9799,63.240,USD
2026-03-05,ecs-prod-web-02,ECS,17.5470,17.2838,52.020,USD
2026-03-05,cce-prod-node-a,CCE_NODE,24.9159,24.5422,75.480,USD
2026-03-05,cce-prod-node-b,CCE_NODE,24.8817,24.5085,75.480,USD
2026-03-05,ecs-dev-sandbox-01,ECS,7.0006,7.0006,21.420,USD
2026-03-05,ecs-qa-legacy-01,ECS,6.4999,6.4999,18.870,USD
2026-03-05,rds-orders-prod,RDS,23.4725,23.4725,70.380,USD
2026-03-05,rds-analytics-prod,RDS,17.2130,16.9548,53.040,USD
2026-03-05,evs-orphan-001,EVS,3.3775,3.3775,9.792,USD
2026-03-05,eip-unbound-001,EIP,1.3133,1.3133,3.876,USD
2026-03-05,obs-platform-logs,OBS,9.5962,9.5962,28.050,USD
2026-03-05,elb-legacy-001,ELB,2.7489,2.7489,8.364,USD
2026-03-05,ecs-ml-prod-01,ECS,16.0418,16.0418,46.920,USD
2026-03-05,cce-dev-node-01,CCE_NODE,11.1618,11.1618,33.660,USD
2026-03-05,ecs-unallocated-01,ECS,5.0983,5.0983,14.790,USD
2026-03-06,ecs-prod-web-01,ECS,20.9308,20.9308,63.240,USD
2026-03-06,ecs-prod-web-02,ECS,17.2595,17.0006,52.020,USD
2026-03-06,cce-prod-node-a,CCE_NODE,24.3797,24.0140,75.480,USD
2026-03-06,cce-prod-node-b,CCE_NODE,24.8264,24.4540,75.480,USD
2026-03-06,ecs-dev-sandbox-01,ECS,7.0305,7.0305,21.420,USD
2026-03-06,ecs-qa-legacy-01,ECS,6.3786,6.3786,18.870,USD
2026-03-06,rds-orders-prod,RDS,23.7252,23.7252,70.380,USD
2026-03-06,rds-analytics-prod,RDS,18.3125,18.0378,53.040,USD
2026-03-06,evs-orphan-001,EVS,3.2927,3.2927,9.792,USD
2026-03-06,eip-unbound-001,EIP,1.2688,1.2688,3.876,USD
2026-03-06,obs-platform-logs,OBS,9.2946,9.2946,28.050,USD
2026-03-06,elb-legacy-001,ELB,2.7496,2.7496,8.364,USD
2026-03-06,ecs-ml-prod-01,ECS,15.6264,15.6264,46.920,USD
2026-03-06,cce-dev-node-01,CCE_NODE,11.0445,11.0445,33.660,USD
2026-03-06,ecs-unallocated-01,ECS,4.8850,4.8850,14.790,USD
2026-03-07,ecs-prod-web-01,ECS,19.8108,19.8108,58.900,USD
2026-03-07,ecs-prod-web-02,ECS,16.1085,15.8668,48.450,USD
2026-03-07,cce-prod-node-a,CCE_NODE,22.7338,22.3928,70.300,USD
2026-03-07,cce-prod-node-b,CCE_NODE,23.9557,23.5964,70.300,USD
2026-03-07,ecs-dev-sandbox-01,ECS,6.8548,6.8548,19.950,USD
2026-03-07,ecs-qa-legacy-01,ECS,5.9690,5.9690,17.575,USD
2026-03-07,rds-orders-prod,RDS,22.5044,22.5044,65.550,USD
2026-03-07,rds-analytics-prod,RDS,16.4212,16.1749,49.400,USD
2026-03-07,evs-orphan-001,EVS,2.9865,2.9865,9.120,USD
2026-03-07,eip-unbound-001,EIP,1.1790,1.1790,3.610,USD
2026-03-07,obs-platform-logs,OBS,8.8989,8.8989,26.125,USD
2026-03-07,elb-legacy-001,ELB,2.5358,2.5358,7.790,USD
2026-03-07,ecs-ml-prod-01,ECS,14.3736,14.3736,43.700,USD
2026-03-07,cce-dev-node-01,CCE_NODE,10.4806,10.4806,31.350,USD
2026-03-07,ecs-unallocated-01,ECS,4.4820,4.4820,13.775,USD
2026-03-08,ecs-prod-web-01,ECS,19.0525,19.0525,58.900,USD
2026-03-08,ecs-prod-web-02,ECS,15.6971,15.4616,48.450,USD
2026-03-08,cce-prod-node-a,CCE_NODE,22.7629,22.4215,70.300,USD
2026-03-08,cce-prod-node-b,CCE_NODE,23.4026,23.0516,70.300,USD
2026-03-08,ecs-dev-sandbox-01,ECS,6.8442,6.8442,19.950,USD
2026-03-08,ecs-qa-legacy-01,ECS,5.8589,5.8589,17.575,USD
2026-03-08,rds-orders-prod,RDS,21.6512,21.6512,65.550,USD
2026-03-08,rds-analytics-prod,RDS,16.5837,16.3349,49.400,USD
2026-03-08,evs-orphan-001,EVS,3.1361,3.1361,9.120,USD
2026-03-08,eip-unbound-001,EIP,1.2386,1.2386,3.610,USD
2026-03-08,obs-platform-logs,OBS,8.6680,8.6680,26.125,USD
2026-03-08,elb-legacy-001,ELB,2.6556,2.6556,7.790,USD
2026-03-08,ecs-ml-prod-01,ECS,14.6444,14.6444,43.700,USD
2026-03-08,cce-dev-node-01,CCE_NODE,10.6149,10.6149,31.350,USD
2026-03-08,ecs-unallocated-01,ECS,4.4516,4.4516,13.775,USD
2026-03-09,ecs-prod-web-01,ECS,21.8391,21.8391,63.240,USD
2026-03-09,ecs-prod-web-02,ECS,17.6040,17.3399,52.020,USD
2026-03-09,cce-prod-node-a,CCE_NODE,24.9557,24.5814,75.480,USD
2026-03-09,cce-prod-node-b,CCE_NODE,25.8436,25.4560,75.480,USD
2026-03-09,ecs-dev-sandbox-01,ECS,7.3943,7.3943,21.420,USD
2026-03-09,ecs-qa-legacy-01,ECS,6.2175,6.2175,18.870,USD
2026-03-09,rds-orders-prod,RDS,23.6353,23.6353,70.380,USD
2026-03-09,rds-analytics-prod,RDS,17.7748,17.5082,53.040,USD
2026-03-09,evs-orphan-001,EVS,3.2082,3.2082,9.792,USD
2026-03-09,eip-unbound-001,EIP,1.2834,1.2834,3.876,USD
2026-03-09,obs-platform-logs,OBS,9.2975,9.2975,28.050,USD
2026-03-09,elb-legacy-001,ELB,2.6994,2.6994,8.364,USD
2026-03-09,ecs-ml-prod-01,ECS,15.8519,15.8519,46.920,USD
2026-03-09,cce-dev-node-01,CCE_NODE,11.3930,11.3930,33.660,USD
2026-03-09,ecs-unallocated-01,ECS,4.9630,4.9630,14.790,USD
2026-03-10,ecs-prod-web-01,ECS,21.3736,21.3736,63.240,USD
2026-03-10,ecs-prod-web-02,ECS,17.3807,17.1199,52.020,USD
2026-03-10,cce-prod-node-a,CCE_NODE,26.0643,25.6733,75.480,USD
2026-03-10,cce-prod-node-b,CCE_NODE,24.6746,24.3044,75.480,USD
2026-03-10,ecs-dev-sandbox-01,ECS,7.4018,7.4018,21.420,USD
2026-03-10,ecs-qa-legacy-01,ECS,6.1577,6.1577,18.870,USD
2026-03-10,rds-orders-prod,RDS,23.7931,23.7931,70.380,USD
2026-03-10,rds-analytics-prod,RDS,18.0749,17.8038,53.040,USD
2026-03-10,evs-orphan-001,EVS,3.2015,3.2015,9.792,USD
2026-03-10,eip-unbound-001,EIP,1.2738,1.2738,3.876,USD
2026-03-10,obs-platform-logs,OBS,9.6372,9.6372,28.050,USD
2026-03-10,elb-legacy-001,ELB,2.7177,2.7177,8.364,USD
2026-03-10,ecs-ml-prod-01,ECS,15.5443,15.5443,46.920,USD
2026-03-10,cce-dev-node-01,CCE_NODE,10.9951,10.9951,33.660,USD
2026-03-10,ecs-unallocated-01,ECS,4.7710,4.7710,14.790,USD
2026-03-11,ecs-prod-web-01,ECS,21.7228,21.7228,63.240,USD
2026-03-11,ecs-prod-web-02,ECS,17.5007,17.2382,52.020,USD
2026-03-11,cce-prod-node-a,CCE_NODE,24.5151,24.1474,75.480,USD
2026-03-11,cce-prod-node-b,CCE_NODE,25.6194,25.2351,75.480,USD
2026-03-11,ecs-dev-sandbox-01,ECS,6.9548,6.9548,21.420,USD
2026-03-11,ecs-qa-legacy-01,ECS,6.2079,6.2079,18.870,USD
2026-03-11,rds-orders-prod,RDS,24.3117,24.3117,70.380,USD
2026-03-11,rds-analytics-prod,RDS,17.7733,17.5067,53.040,USD
2026-03-11,evs-orphan-001,EVS,3.3766,3.3766,9.792,USD
2026-03-11,eip-unbound-001,EIP,1.3101,1.3101,3.876,USD
2026-03-11,obs-platform-logs,OBS,9.1115,9.1115,28.050,USD
2026-03-11,elb-legacy-001,ELB,2.8085,2.8085,8.364,USD
2026-03-11,ecs-ml-prod-01,ECS,16.1095,16.1095,46.920,USD
2026-03-11,cce-dev-node-01,CCE_NODE,11.1608,11.1608,33.660,USD
2026-03-11,ecs-unallocated-01,ECS,4.8391,4.8391,14.790,USD
2026-03-12,ecs-prod-web-01,ECS,21.3053,21.3053,63.240,USD
2026-03-12,ecs-prod-web-02,ECS,17.6490,17.3843,52.020,USD
2026-03-12,cce-prod-node-a,CCE_NODE,25.4766,25.0944,75.480,USD
2026-03-12,cce-prod-node-b,CCE_NODE,25.0912,24.7148,75.480,USD
2026-03-12,ecs-dev-sandbox-01,ECS,7.3426,7.3426,21.420,USD
2026-03-12,ecs-qa-legacy-01,ECS,6.4388,6.4388,18.870,USD
2026-03-12,rds-orders-prod,RDS,23.6625,23.6625,70.380,USD
2026-03-12,rds-analytics-prod,RDS,17.6934,17.4280,53.040,USD
2026-03-12,evs-orphan-001,EVS,3.2040,3.2040,9.792,USD
2026-03-12,eip-unbound-001,EIP,1.3215,1.3215,3.876,USD
2026-03-12,obs-platform-logs,OBS,9.2456,9.2456,28.050,USD
2026-03-12,elb-legacy-001,ELB,2.7170,2.7170,8.364,USD
2026-03-12,ecs-ml-prod-01,ECS,15.4837,15.4837,46.920,USD
2026-03-12,cce-dev-node-01,CCE_NODE,11.3123,11.3123,33.660,USD
